,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
40,PTT,2016-12-14 00:00:00+00:00,36.6,36.8,36.4,36.7,"51,709,000",36.6,36.8,36.4,36.7,"51,709,000",0,1
41,PTT,2016-12-15 00:00:00+00:00,36.2,36.5,36,36.2,"58,271,000",36.2,36.5,36,36.2,"58,271,000",0,1
42,PTT,2016-12-16 00:00:00+00:00,36.3,36.6,36.3,36.3,"54,103,000",36.3,36.6,36.3,36.3,"54,103,000",0,1
43,PTT,2016-12-19 00:00:00+00:00,36.5,36.6,36.4,36.6,"32,187,000",36.5,36.6,36.4,36.6,"32,187,000",0,1
44,PTT,2016-12-20 00:00:00+00:00,36.4,36.4,35.9,36.2,"44,475,000",36.4,36.4,35.9,36.2,"44,475,000",0,1
45,PTT,2016-12-21 00:00:00+00:00,36.3,36.6,36.3,36.4,"20,093,000",36.3,36.6,36.3,36.4,"20,093,000",0,1
46,PTT,2016-12-22 00:00:00+00:00,36.3,36.4,36,36.3,"30,709,000",36.3,36.4,36,36.3,"30,709,000",0,1
47,PTT,2016-12-23 00:00:00+00:00,36.5,36.7,36.3,36.3,"28,730,000",36.5,36.7,36.3,36.3,"28,730,000",0,1
48,PTT,2016-12-26 00:00:00+00:00,36.5,36.8,36.3,36.6,"15,572,000",36.5,36.8,36.3,36.6,"15,572,000",0,1
49,PTT,2016-12-27 00:00:00+00:00,36.5,36.6,36.4,36.5,"15,425,000",36.5,36.6,36.4,36.5,"15,425,000",0,1
50,PTT,2016-12-28 00:00:00+00:00,36.9,36.9,36.4,36.5,"33,264,000",36.9,36.9,36.4,36.5,"33,264,000",0,1
51,PTT,2016-12-29 00:00:00+00:00,37.5,37.7,36.7,36.7,"57,663,000",37.5,37.7,36.7,36.7,"57,663,000",0,1
52,PTT,2016-12-30 00:00:00+00:00,37.2,37.7,37.2,37.4,"44,540,000",37.2,37.7,37.2,37.4,"44,540,000",0,1
53,PTT,2017-04-01 00:00:00+00:00,38,38.1,37.3,37.4,"75,879,000",38,38.1,37.3,37.4,"75,879,000",0,1
54,PTT,2017-05-01 00:00:00+00:00,38.7,38.8,38.2,38.2,"75,282,000",38.7,38.8,38.2,38.2,"75,282,000",0,1
55,PTT,2017-06-01 00:00:00+00:00,38.9,38.9,38.5,38.7,"45,129,000",38.9,38.9,38.5,38.7,"45,129,000",0,1
56,PTT,2017-09-01 00:00:00+00:00,38.3,39,38.2,38.9,"40,455,000",38.3,39,38.2,38.9,"40,455,000",0,1
57,PTT,2017-10-01 00:00:00+00:00,38.8,38.9,38.2,38.3,"43,224,000",38.8,38.9,38.2,38.3,"43,224,000",0,1
58,PTT,2017-11-01 00:00:00+00:00,38.5,38.9,38.5,38.5,"38,177,000",38.5,38.9,38.5,38.5,"38,177,000",0,1
59,PTT,2017-12-01 00:00:00+00:00,38.3,38.9,38.3,38.9,"35,313,000",38.3,38.9,38.3,38.9,"35,313,000",0,1
60,PTT,2017-01-16 00:00:00+00:00,38.9,39.1,38.5,38.6,"42,809,000",38.9,39.1,38.5,38.6,"42,809,000",0,1
61,PTT,2017-01-17 00:00:00+00:00,38.7,39,38.6,38.8,"32,141,000",38.7,39,38.6,38.8,"32,141,000",0,1
62,PTT,2017-01-18 00:00:00+00:00,38.5,38.8,38.5,38.7,"23,665,000",38.5,38.8,38.5,38.7,"23,665,000",0,1
63,PTT,2017-01-19 00:00:00+00:00,38.5,38.6,38.3,38.5,"32,121,000",38.5,38.6,38.3,38.5,"32,121,000",0,1
64,PTT,2017-01-20 00:00:00+00:00,38.6,38.8,38.5,38.7,"33,027,000",38.6,38.8,38.5,38.7,"33,027,000",0,1
65,PTT,2017-01-23 00:00:00+00:00,38.9,38.9,38.5,38.7,"24,963,000",38.9,38.9,38.5,38.7,"24,963,000",0,1
66,PTT,2017-01-24 00:00:00+00:00,40.8,40.8,38.9,38.9,"128,983,000",40.8,40.8,38.9,38.9,"128,983,000",0,1
67,PTT,2017-01-25 00:00:00+00:00,41,41.2,40.2,40.8,"74,923,000",41,41.2,40.2,40.8,"74,923,000",0,1
68,PTT,2017-01-26 00:00:00+00:00,42,43,41.4,42,"121,160,000",42,43,41.4,42,"121,160,000",0,1
69,PTT,2017-01-27 00:00:00+00:00,41.8,42.2,41.4,42,"43,895,000",41.8,42.2,41.4,42,"43,895,000",0,1
70,PTT,2017-01-30 00:00:00+00:00,41.8,42,41.4,41.6,"28,986,000",41.8,42,41.4,41.6,"28,986,000",0,1
71,PTT,2017-01-31 00:00:00+00:00,40.4,41.6,40.4,41.6,"70,486,000",40.4,41.6,40.4,41.6,"70,486,000",0,1
72,PTT,2017-01-02 00:00:00+00:00,40.4,41,40,40.4,"80,764,000",40.4,41,40,40.4,"80,764,000",0,1
73,PTT,2017-02-02 00:00:00+00:00,40.4,40.6,40.2,40.2,"45,951,000",40.4,40.6,40.2,40.2,"45,951,000",0,1
74,PTT,2017-03-02 00:00:00+00:00,41,41.6,40.2,40.4,"69,129,000",41,41.6,40.2,40.4,"69,129,000",0,1
75,PTT,2017-06-02 00:00:00+00:00,41.6,41.8,40.6,41,"62,098,000",41.6,41.8,40.6,41,"62,098,000",0,1
76,PTT,2017-07-02 00:00:00+00:00,41,41.4,40.8,41.2,"43,756,000",41,41.4,40.8,41.2,"43,756,000",0,1
77,PTT,2017-08-02 00:00:00+00:00,40.8,41.2,40.6,41,"43,053,000",40.8,41.2,40.6,41,"43,053,000",0,1
78,PTT,2017-09-02 00:00:00+00:00,39.4,41.2,39.4,41,"128,031,000",39.4,41.2,39.4,41,"128,031,000",0,1
79,PTT,2017-10-02 00:00:00+00:00,39.6,39.8,39.3,39.8,"132,435,000",39.6,39.8,39.3,39.8,"132,435,000",0,1
80,PTT,2017-02-14 00:00:00+00:00,38.6,39.4,38.6,39.4,"133,047,000",38.6,39.4,38.6,39.4,"133,047,000",0,1
81,PTT,2017-02-15 00:00:00+00:00,39.7,39.7,38.6,38.7,"106,851,000",39.7,39.7,38.6,38.7,"106,851,000",0,1
82,PTT,2017-02-16 00:00:00+00:00,39.4,39.8,39.1,39.7,"56,206,000",39.4,39.8,39.1,39.7,"56,206,000",0,1
83,PTT,2017-02-17 00:00:00+00:00,39.6,39.9,39.5,39.5,"58,265,000",39.6,39.9,39.5,39.5,"58,265,000",0.77,1
84,PTT,2017-02-20 00:00:00+00:00,39.7,39.8,39.5,39.7,"21,270,000",39.7,39.8,39.5,39.7,"21,270,000",0,1
85,PTT,2017-02-21 00:00:00+00:00,39.7,40.2,39.6,39.8,"55,256,000",39.7,40.2,39.6,39.8,"55,256,000",0,1
86,PTT,2017-02-22 00:00:00+00:00,40.2,40.2,39.7,39.9,"56,561,000",40.2,40.2,39.7,39.9,"56,561,000",0,1
87,PTT,2017-02-23 00:00:00+00:00,39.8,40,39.6,40,"38,878,000",39.8,40,39.6,40,"38,878,000",0,1
88,PTT,2017-02-24 00:00:00+00:00,39.9,40,39.6,39.7,"30,676,000",39.9,40,39.6,39.7,"30,676,000",0,1
89,PTT,2017-02-27 00:00:00+00:00,40,40,39.7,39.7,"24,447,000",40,40,39.7,39.7,"24,447,000",0,1
90,PTT,2017-02-28 00:00:00+00:00,39.7,40,39.7,40,"30,061,000",39.7,40,39.7,40,"30,061,000",0,1
91,PTT,2017-01-03 00:00:00+00:00,39.9,39.9,39.4,39.8,"47,124,000",39.9,39.9,39.4,39.8,"47,124,000",0,1
92,PTT,2017-02-03 00:00:00+00:00,39.9,40.2,39.7,39.9,"40,710,000",39.9,40.2,39.7,39.9,"40,710,000",0,1
93,PTT,2017-03-03 00:00:00+00:00,39.6,39.7,39.5,39.5,"35,614,000",39.6,39.7,39.5,39.5,"35,614,000",0,1
94,PTT,2017-06-03 00:00:00+00:00,38.8,39.6,38.7,39.5,"85,752,000",38.8,39.6,38.7,39.5,"85,752,000",0,1
95,PTT,2017-07-03 00:00:00+00:00,38.9,39.1,38.8,38.8,"47,171,000",38.9,39.1,38.8,38.8,"47,171,000",0,1
96,PTT,2017-08-03 00:00:00+00:00,39.4,39.4,38.8,38.9,"60,501,000",39.4,39.4,38.8,38.9,"60,501,000",0,1
97,PTT,2017-09-03 00:00:00+00:00,39,39.2,38.8,39.1,"49,430,000",39,39.2,38.8,39.1,"49,430,000",0,1
98,PTT,2017-10-03 00:00:00+00:00,39,39.1,38.7,39,"37,112,000",39,39.1,38.7,39,"37,112,000",0,1
99,PTT,2017-03-13 00:00:00+00:00,39.4,39.4,38.8,39,"40,327,000",39.4,39.4,38.8,39,"40,327,000",0,1
100,PTT,2017-03-14 00:00:00+00:00,40,40,39,39,"84,833,000",40,40,39,39,"84,833,000",0,1
101,PTT,2017-03-15 00:00:00+00:00,39.5,39.8,39.5,39.7,"42,234,000",39.5,39.8,39.5,39.7,"42,234,000",0,1
102,PTT,2017-03-16 00:00:00+00:00,39.7,40,39.5,40,"67,448,000",39.7,40,39.5,40,"67,448,000",0,1
103,PTT,2017-03-17 00:00:00+00:00,39.6,39.9,39.6,39.8,"53,444,000",39.6,39.9,39.6,39.8,"53,444,000",0,1
104,PTT,2017-03-20 00:00:00+00:00,40.2,40.4,39.9,40,"60,715,000",40.2,40.4,39.9,40,"60,715,000",0,1
105,PTT,2017-03-21 00:00:00+00:00,40.6,40.8,40.2,40.4,"40,390,000",40.6,40.8,40.2,40.4,"40,390,000",0,1
106,PTT,2017-03-22 00:00:00+00:00,40.6,40.8,40.2,40.4,"35,429,000",40.6,40.8,40.2,40.4,"35,429,000",0,1
107,PTT,2017-03-23 00:00:00+00:00,40.2,40.8,40.2,40.8,"33,499,000",40.2,40.8,40.2,40.8,"33,499,000",0,1
108,PTT,2017-03-24 00:00:00+00:00,40.8,40.8,40.2,40.4,"28,918,000",40.8,40.8,40.2,40.4,"28,918,000",0,1
109,PTT,2017-03-27 00:00:00+00:00,40.4,40.8,40.2,40.8,"71,246,000",40.4,40.8,40.2,40.8,"71,246,000",0,1
110,PTT,2017-03-28 00:00:00+00:00,40,41,40,40,"57,818,000",40,41,40,40,"57,818,000",0,1
111,PTT,2017-03-29 00:00:00+00:00,39.5,39.7,39.4,39.6,"31,458,000",39.5,39.7,39.4,39.6,"31,458,000",0,1
112,PTT,2017-03-30 00:00:00+00:00,39.5,39.8,39.4,39.5,"76,110,000",39.5,39.8,39.4,39.5,"76,110,000",0,1
113,PTT,2017-03-31 00:00:00+00:00,38.7,39.8,38.7,39.7,"103,687,000",38.7,39.8,38.7,39.7,"103,687,000",0,1
114,PTT,2017-03-04 00:00:00+00:00,39.2,39.4,38.9,39,"38,942,000",39.2,39.4,38.9,39,"38,942,000",0,1
115,PTT,2017-04-04 00:00:00+00:00,39.2,39.4,39,39.1,"55,023,000",39.2,39.4,39,39.1,"55,023,000",0,1
116,PTT,2017-05-04 00:00:00+00:00,39,39.3,38.9,39.3,"53,016,000",39,39.3,38.9,39.3,"53,016,000",0,1
117,PTT,2017-07-04 00:00:00+00:00,39.2,39.3,38.9,39.1,"46,657,000",39.2,39.3,38.9,39.1,"46,657,000",0,1
118,PTT,2017-10-04 00:00:00+00:00,39.5,39.5,39.2,39.3,"35,646,000",39.5,39.5,39.2,39.3,"35,646,000",0,1
119,PTT,2017-11-04 00:00:00+00:00,39.4,39.6,39.3,39.6,"32,476,000",39.4,39.6,39.3,39.6,"32,476,000",0,1
120,PTT,2017-12-04 00:00:00+00:00,39.7,39.7,39.4,39.5,"42,293,000",39.7,39.7,39.4,39.5,"42,293,000",0,1
121,PTT,2017-04-17 00:00:00+00:00,39.3,39.6,39.3,39.5,"27,718,000",39.3,39.6,39.3,39.5,"27,718,000",0,1
122,PTT,2017-04-18 00:00:00+00:00,39.2,39.5,39.2,39.4,"29,205,000",39.2,39.5,39.2,39.4,"29,205,000",0,1
123,PTT,2017-04-19 00:00:00+00:00,39.3,39.5,39.2,39.2,"26,153,000",39.3,39.5,39.2,39.2,"26,153,000",0,1
124,PTT,2017-04-20 00:00:00+00:00,39.2,39.5,39.1,39.4,"30,203,000",39.2,39.5,39.1,39.4,"30,203,000",0,1
125,PTT,2017-04-21 00:00:00+00:00,39,39.4,39,39.3,"30,323,000",39,39.4,39,39.3,"30,323,000",0,1
126,PTT,2017-04-24 00:00:00+00:00,38.9,39.3,38.9,39.3,"29,944,000",38.9,39.3,38.9,39.3,"29,944,000",0,1
127,PTT,2017-04-25 00:00:00+00:00,39,39.1,38.8,38.9,"31,018,000",39,39.1,38.8,38.9,"31,018,000",0,1
128,PTT,2017-04-26 00:00:00+00:00,38.8,39.2,38.6,39.1,"48,800,000",38.8,39.2,38.6,39.1,"48,800,000",0,1
129,PTT,2017-04-27 00:00:00+00:00,38.8,39.1,38.6,38.7,"21,043,000",38.8,39.1,38.6,38.7,"21,043,000",0,1
130,PTT,2017-04-28 00:00:00+00:00,38.9,39.2,38.9,39.1,"24,511,000",38.9,39.2,38.9,39.1,"24,511,000",0,1
131,PTT,2017-02-05 00:00:00+00:00,38.9,39.1,38.8,38.8,"34,586,000",38.9,39.1,38.8,38.8,"34,586,000",0,1
132,PTT,2017-03-05 00:00:00+00:00,38.9,39.1,38.8,38.8,"25,868,000",38.9,39.1,38.8,38.8,"25,868,000",0,1
133,PTT,2017-04-05 00:00:00+00:00,39,39.1,38.9,39,"27,784,000",39,39.1,38.9,39,"27,784,000",0,1
134,PTT,2017-08-05 00:00:00+00:00,38.9,39,38.7,39,"34,961,000",38.9,39,38.7,39,"34,961,000",0,1
135,PTT,2017-09-05 00:00:00+00:00,38.7,39,38.7,39,"23,221,000",38.7,39,38.7,39,"23,221,000",0,1
136,PTT,2017-11-05 00:00:00+00:00,38.6,39,38.6,38.9,"39,760,000",38.6,39,38.6,38.9,"39,760,000",0,1
137,PTT,2017-12-05 00:00:00+00:00,38.1,38.9,37.9,38.8,"101,677,000",38.1,38.9,37.9,38.8,"101,677,000",0,1
138,PTT,2017-05-15 00:00:00+00:00,38.6,38.6,38.6,38.6,"2,347,000",38.6,38.6,38.6,38.6,"2,347,000",0,1
139,PTT,2017-05-16 00:00:00+00:00,39.3,39.4,38.8,39,"91,450,000",39.3,39.4,38.8,39,"91,450,000",0,1
140,PTT,2017-05-17 00:00:00+00:00,38.9,39.5,38.9,39.2,"30,017,000",38.9,39.5,38.9,39.2,"30,017,000",0,1
141,PTT,2017-05-18 00:00:00+00:00,39.2,39.3,39,39.2,"26,467,000",39.2,39.3,39,39.2,"26,467,000",0,1
142,PTT,2017-05-19 00:00:00+00:00,39.3,39.4,39.1,39.2,"27,021,000",39.3,39.4,39.1,39.2,"27,021,000",0,1
143,PTT,2017-05-22 00:00:00+00:00,39.3,39.5,39.1,39.4,"35,929,000",39.3,39.5,39.1,39.4,"35,929,000",0,1
144,PTT,2017-05-23 00:00:00+00:00,39.3,39.5,39.2,39.4,"40,191,000",39.3,39.5,39.2,39.4,"40,191,000",0,1
145,PTT,2017-05-24 00:00:00+00:00,39.5,39.6,39.3,39.3,"39,768,000",39.5,39.6,39.3,39.3,"39,768,000",0.77,1
146,PTT,2017-05-25 00:00:00+00:00,39.4,39.6,39.3,39.6,"27,641,000",39.4,39.6,39.3,39.6,"27,641,000",0,1
147,PTT,2017-05-26 00:00:00+00:00,39.3,39.4,39.1,39.2,"30,386,000",39.3,39.4,39.1,39.2,"30,386,000",0,1
148,PTT,2017-05-29 00:00:00+00:00,39.4,39.4,39.2,39.3,"14,873,000",39.4,39.4,39.2,39.3,"14,873,000",0,1
149,PTT,2017-05-30 00:00:00+00:00,39.2,39.5,39.1,39.4,"13,446,000",39.2,39.5,39.1,39.4,"13,446,000",0,1
150,PTT,2017-05-31 00:00:00+00:00,39.3,39.4,39.1,39.3,"66,392,000",39.3,39.4,39.1,39.3,"66,392,000",0,1
151,PTT,2017-01-06 00:00:00+00:00,39,39.3,38.8,39.2,"32,902,000",39,39.3,38.8,39.2,"32,902,000",0,1
152,PTT,2017-02-06 00:00:00+00:00,39.1,39.1,38.9,39,"22,348,000",39.1,39.1,38.9,39,"22,348,000",0,1
153,PTT,2017-05-06 00:00:00+00:00,38.3,39.3,38.2,39.2,"88,069,000",38.3,39.3,38.2,39.2,"88,069,000",0,1
154,PTT,2017-06-06 00:00:00+00:00,38.5,38.6,38.2,38.5,"53,708,000",38.5,38.6,38.2,38.5,"53,708,000",0,1
155,PTT,2017-07-06 00:00:00+00:00,38.5,38.9,38.5,38.6,"44,418,000",38.5,38.9,38.5,38.6,"44,418,000",0,1
156,PTT,2017-08-06 00:00:00+00:00,38.2,38.5,38.1,38.4,"52,907,000",38.2,38.5,38.1,38.4,"52,907,000",0,1
157,PTT,2017-09-06 00:00:00+00:00,38.3,38.3,38,38.3,"48,017,000",38.3,38.3,38,38.3,"48,017,000",0,1
158,PTT,2017-12-06 00:00:00+00:00,38.1,38.4,38,38.4,"22,450,000",38.1,38.4,38,38.4,"22,450,000",0,1
159,PTT,2017-06-13 00:00:00+00:00,38.5,38.6,37.9,38.2,"64,574,000",38.5,38.6,37.9,38.2,"64,574,000",0,1
160,PTT,2017-06-14 00:00:00+00:00,38.4,38.6,38.3,38.5,"26,723,000",38.4,38.6,38.3,38.5,"26,723,000",0,1
161,PTT,2017-06-15 00:00:00+00:00,38,38.4,37.9,38.3,"52,396,000",38,38.4,37.9,38.3,"52,396,000",0,1
162,PTT,2017-06-16 00:00:00+00:00,37.9,38.2,37.7,38,"40,507,000",37.9,38.2,37.7,38,"40,507,000",0,1
163,PTT,2017-06-19 00:00:00+00:00,38,38.2,38,38,"16,749,000",38,38.2,38,38,"16,749,000",0,1
164,PTT,2017-06-20 00:00:00+00:00,38.4,38.4,38,38.1,"24,501,000",38.4,38.4,38,38.1,"24,501,000",0,1
165,PTT,2017-06-21 00:00:00+00:00,37.7,38.2,37.7,38.2,"80,741,000",37.7,38.2,37.7,38.2,"80,741,000",0,1
166,PTT,2017-06-22 00:00:00+00:00,37.8,38,37.6,37.7,"37,459,000",37.8,38,37.6,37.7,"37,459,000",0,1
167,PTT,2017-06-23 00:00:00+00:00,38,38.1,37.8,37.8,"24,888,000",38,38.1,37.8,37.8,"24,888,000",0,1
168,PTT,2017-06-26 00:00:00+00:00,37.9,38.2,37.9,38,"19,854,000",37.9,38.2,37.9,38,"19,854,000",0,1
169,PTT,2017-06-27 00:00:00+00:00,38,38.1,37.9,38,"19,561,000",38,38.1,37.9,38,"19,561,000",0,1
170,PTT,2017-06-28 00:00:00+00:00,37.7,38.1,37.7,38,"47,308,000",37.7,38.1,37.7,38,"47,308,000",0,1
171,PTT,2017-06-29 00:00:00+00:00,37.5,37.9,37.5,37.8,"76,289,000",37.5,37.9,37.5,37.8,"76,289,000",0,1
172,PTT,2017-06-30 00:00:00+00:00,37,37.5,37,37.5,"103,831,000",37,37.5,37,37.5,"103,831,000",0,1
173,PTT,2017-03-07 00:00:00+00:00,37.3,37.4,37.1,37.2,"33,027,000",37.3,37.4,37.1,37.2,"33,027,000",0,1
174,PTT,2017-04-07 00:00:00+00:00,37.4,37.7,37.4,37.5,"29,610,000",37.4,37.7,37.4,37.5,"29,610,000",0,1
175,PTT,2017-05-07 00:00:00+00:00,37.3,37.5,37.2,37.4,"26,015,000",37.3,37.5,37.2,37.4,"26,015,000",0,1
176,PTT,2017-06-07 00:00:00+00:00,36.9,37.2,36.5,37.2,"112,079,000",36.9,37.2,36.5,37.2,"112,079,000",0,1
177,PTT,2017-07-07 00:00:00+00:00,37.4,37.4,36.7,36.7,"44,647,000",37.4,37.4,36.7,36.7,"44,647,000",0,1
178,PTT,2017-11-07 00:00:00+00:00,37.3,37.4,37.1,37.4,"34,718,000",37.3,37.4,37.1,37.4,"34,718,000",0,1
179,PTT,2017-12-07 00:00:00+00:00,37.2,37.5,37.2,37.4,"34,383,000",37.2,37.5,37.2,37.4,"34,383,000",0,1
180,PTT,2017-07-13 00:00:00+00:00,37.6,37.7,37.3,37.3,"46,734,000",37.6,37.7,37.3,37.3,"46,734,000",0,1
181,PTT,2017-07-14 00:00:00+00:00,37.4,37.7,37.3,37.6,"32,488,000",37.4,37.7,37.3,37.6,"32,488,000",0,1
182,PTT,2017-07-17 00:00:00+00:00,37.6,37.7,37.4,37.6,"20,325,000",37.6,37.7,37.4,37.6,"20,325,000",0,1
183,PTT,2017-07-18 00:00:00+00:00,38,38,37.5,37.6,"31,945,000",38,38,37.5,37.6,"31,945,000",0,1
184,PTT,2017-07-19 00:00:00+00:00,38,38.1,37.9,38,"17,774,000",38,38.1,37.9,38,"17,774,000",0,1
185,PTT,2017-07-20 00:00:00+00:00,37.8,38.2,37.8,38.2,"22,367,000",37.8,38.2,37.8,38.2,"22,367,000",0,1
186,PTT,2017-07-21 00:00:00+00:00,37.8,38,37.8,37.8,"12,618,000",37.8,38,37.8,37.8,"12,618,000",0,1
187,PTT,2017-07-24 00:00:00+00:00,37.8,37.9,37.6,37.8,"19,704,000",37.8,37.9,37.6,37.8,"19,704,000",0,1
188,PTT,2017-07-25 00:00:00+00:00,38.5,38.5,37.7,37.9,"62,237,000",38.5,38.5,37.7,37.9,"62,237,000",0,1
189,PTT,2017-07-26 00:00:00+00:00,38.8,39,38.6,38.6,"76,631,000",38.8,39,38.6,38.6,"76,631,000",0,1
190,PTT,2017-07-27 00:00:00+00:00,38.8,38.9,38.7,38.9,"26,683,000",38.8,38.9,38.7,38.9,"26,683,000",0,1
191,PTT,2017-07-31 00:00:00+00:00,38.8,39,38.5,39,"99,014,000",38.8,39,38.5,39,"99,014,000",0,1
192,PTT,2017-01-08 00:00:00+00:00,38.6,38.8,38.5,38.7,"33,341,000",38.6,38.8,38.5,38.7,"33,341,000",0,1
193,PTT,2017-02-08 00:00:00+00:00,38.1,38.6,38.1,38.5,"58,428,000",38.1,38.6,38.1,38.5,"58,428,000",0,1
194,PTT,2017-03-08 00:00:00+00:00,38,38.4,38,38.1,"46,016,000",38,38.4,38,38.1,"46,016,000",0,1
195,PTT,2017-04-08 00:00:00+00:00,38.1,38.3,37.9,38,"27,719,000",38.1,38.3,37.9,38,"27,719,000",0,1
196,PTT,2017-07-08 00:00:00+00:00,38.2,38.3,38.1,38.1,"15,638,000",38.2,38.3,38.1,38.1,"15,638,000",0,1
197,PTT,2017-08-08 00:00:00+00:00,38.2,38.4,38.1,38.3,"23,598,000",38.2,38.4,38.1,38.3,"23,598,000",0,1
198,PTT,2017-09-08 00:00:00+00:00,38.4,38.4,38.1,38.2,"20,249,000",38.4,38.4,38.1,38.2,"20,249,000",0,1
199,PTT,2017-10-08 00:00:00+00:00,38.2,38.5,38.2,38.4,"24,355,000",38.2,38.5,38.2,38.4,"24,355,000",0,1
200,PTT,2017-11-08 00:00:00+00:00,38.1,38.3,38,38.1,"37,503,000",38.1,38.3,38,38.1,"37,503,000",0,1
201,PTT,2017-08-15 00:00:00+00:00,38.4,38.5,38.2,38.4,"26,372,000",38.4,38.5,38.2,38.4,"26,372,000",0,1
202,PTT,2017-08-16 00:00:00+00:00,38,39,38,38,"18,087,000",38,39,38,38,"18,087,000",0,1
203,PTT,2017-08-17 00:00:00+00:00,38.5,38.6,38.3,38.5,"22,242,000",38.5,38.6,38.3,38.5,"22,242,000",0,1
204,PTT,2017-08-18 00:00:00+00:00,38.9,39,38.4,38.5,"43,101,000",38.9,39,38.4,38.5,"43,101,000",0,1
205,PTT,2017-08-21 00:00:00+00:00,39.3,39.5,39,39,"49,173,000",39.3,39.5,39,39,"49,173,000",0,1
206,PTT,2017-08-22 00:00:00+00:00,39.2,39.3,39.1,39.3,"26,078,000",39.2,39.3,39.1,39.3,"26,078,000",0,1
207,PTT,2017-08-23 00:00:00+00:00,39.4,39.4,39.2,39.3,"20,586,000",39.4,39.4,39.2,39.3,"20,586,000",0,1
208,PTT,2017-08-24 00:00:00+00:00,39.3,39.5,39.2,39.4,"32,167,000",39.3,39.5,39.2,39.4,"32,167,000",0.77,1
209,PTT,2017-08-25 00:00:00+00:00,39.4,39.5,39.1,39.3,"38,937,000",39.4,39.5,39.1,39.3,"38,937,000",0,1
210,PTT,2017-08-28 00:00:00+00:00,39.4,39.4,39.4,39.4,"5,629,000",39.4,39.4,39.4,39.4,"5,629,000",0,1
211,PTT,2017-08-29 00:00:00+00:00,40,40.8,39.3,39.4,"199,823,000",40,40.8,39.3,39.4,"199,823,000",0,1
212,PTT,2017-08-30 00:00:00+00:00,40,41,40,40,"96,940,000",40,41,40,40,"96,940,000",0,1
213,PTT,2017-08-31 00:00:00+00:00,39.9,40.2,39.4,39.5,"86,320,000",39.9,40.2,39.4,39.5,"86,320,000",0,1
214,PTT,2017-01-09 00:00:00+00:00,40,40.2,39.8,40.2,"49,800,000",40,40.2,39.8,40.2,"49,800,000",0,1
215,PTT,2017-04-09 00:00:00+00:00,39.9,40.2,39.8,39.8,"34,769,000",39.9,40.2,39.8,39.8,"34,769,000",0,1
216,PTT,2017-05-09 00:00:00+00:00,40,40.2,39.8,40,"33,978,000",40,40.2,39.8,40,"33,978,000",0,1
217,PTT,2017-06-09 00:00:00+00:00,39.8,40.2,39.8,40.2,"49,190,000",39.8,40.2,39.8,40.2,"49,190,000",0,1
218,PTT,2017-07-09 00:00:00+00:00,40.6,40.8,40,40,"72,311,000",40.6,40.8,40,40,"72,311,000",0,1
219,PTT,2017-08-09 00:00:00+00:00,40.6,40.8,40.4,40.6,"75,716,000",40.6,40.8,40.4,40.6,"75,716,000",0,1
220,PTT,2017-11-09 00:00:00+00:00,40.4,40.6,40.2,40.6,"46,902,000",40.4,40.6,40.2,40.6,"46,902,000",0,1
221,PTT,2017-12-09 00:00:00+00:00,40.6,41,40.4,40.6,"78,435,000",40.6,41,40.4,40.6,"78,435,000",0,1
222,PTT,2017-09-13 00:00:00+00:00,40.4,40.8,40.4,40.8,"50,220,000",40.4,40.8,40.4,40.8,"50,220,000",0,1
223,PTT,2017-09-14 00:00:00+00:00,41,41.4,40.4,40.6,"104,967,000",41,41.4,40.4,40.6,"104,967,000",0,1
224,PTT,2017-09-15 00:00:00+00:00,41.2,41.4,40.8,41,"71,128,000",41.2,41.4,40.8,41,"71,128,000",0,1
225,PTT,2017-09-18 00:00:00+00:00,41.6,42.2,41.4,41.4,"97,165,000",41.6,42.2,41.4,41.4,"97,165,000",0,1
226,PTT,2017-09-19 00:00:00+00:00,42,42.2,41.4,41.8,"61,043,000",42,42.2,41.4,41.8,"61,043,000",0,1
227,PTT,2017-09-20 00:00:00+00:00,41.6,42,41.6,42,"27,694,000",41.6,42,41.6,42,"27,694,000",0,1
228,PTT,2017-09-21 00:00:00+00:00,41.4,42,41.4,41.8,"45,799,000",41.4,42,41.4,41.8,"45,799,000",0,1
229,PTT,2017-09-22 00:00:00+00:00,40.6,41.6,40.6,41.4,"75,798,000",40.6,41.6,40.6,41.4,"75,798,000",0,1
230,PTT,2017-09-25 00:00:00+00:00,41.2,41.2,40.4,40.8,"23,149,000",41.2,41.2,40.4,40.8,"23,149,000",0,1
231,PTT,2017-09-26 00:00:00+00:00,41.8,42,41.4,41.6,"52,447,000",41.8,42,41.4,41.6,"52,447,000",0,1
232,PTT,2017-09-27 00:00:00+00:00,41.8,42,41.2,41.8,"46,064,000",41.8,42,41.2,41.8,"46,064,000",0,1
233,PTT,2017-09-28 00:00:00+00:00,41.4,41.8,41.2,41.8,"42,127,000",41.4,41.8,41.2,41.8,"42,127,000",0,1
234,PTT,2017-09-29 00:00:00+00:00,40.8,41.2,40.8,41.2,"55,952,000",40.8,41.2,40.8,41.2,"55,952,000",0,1
235,PTT,2017-02-10 00:00:00+00:00,41.8,42,40.8,40.8,"76,069,000",41.8,42,40.8,40.8,"76,069,000",0,1
236,PTT,2017-03-10 00:00:00+00:00,42.2,42.2,41.6,42,"64,154,000",42.2,42.2,41.6,42,"64,154,000",0,1
